// this is the output of the verilog modules , changes of all signals with clock ,
// this will be then drawn on the gui , 
//the file should be named output.txt , and then recompile the modules with the new name






                   0,zzzzzzzz,z,z,z,z,z,1,1,1,1,1,0,1
                9000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                9100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                9200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                9300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                9400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                9500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                9600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                9700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                9800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                9900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               10000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               10100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               10200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               10300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               10400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               10500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               10600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               10700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               10800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               10900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               11000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               11100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               11200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               11300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               11400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               11500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               11600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               11700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               11800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               11900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               12000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               12100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               12200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               12300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               12400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               12500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               12600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               12700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               12800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               12900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               13000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               13100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               13200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               13300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               13400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               13500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               13600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               13700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               13800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               13900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               14000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               14100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               14200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               14300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               14400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               14500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               14600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               14700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               14800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               14900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               15000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               15100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               15200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               15300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               15400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               15500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               15600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               15700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               15800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               15900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               16000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               16100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               16200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               16300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               16400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               16500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               16600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               16700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               16800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               16900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               17000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               17100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               17200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               17300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               17400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               17500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               17600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               17700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               17800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               17900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               18000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               18100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               18200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               18300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               18400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               18500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               18600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               18700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               18800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               18900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               19000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               19100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               19200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               19300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               19400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               19500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               19600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               19700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               19800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
               19900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
               20000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
